index,prob_p1,is_p1,prob_pt
20,1,TRUE,1
16,0.046530612244897976,FALSE,0.7383249381029636
2,0.00019984518266459946,FALSE,0.19736324183269277
5,0.8452380952380978,TRUE,0.8452380952380978
17,0.1541501976284586,FALSE,0.5471485036702428
6,0.11710610538305487,FALSE,0.16520325580823877
8,0.09904496475183748,TRUE,0.09904496475183748
8,0.10156870664214944,FALSE,0.7585747585747578
9,2.7005939281196355e-7,FALSE,0.8275862068965538
15,0,FALSE,0.6604838709677419
14,1,TRUE,1
11,0.43011166138607515,FALSE,1
6,0.05210784726466165,TRUE,0.05210784726466165
9,0.0014363963999096565,FALSE,0.48236915309034994
20,0,FALSE,1
19,0,FALSE,0.7142857142857143
19,1,TRUE,1
4,0.22842050532256003,FALSE,0.44955959220981856
13,5.59344276402125e-6,FALSE,0.627533428643513
9,5.593659057340516e-4,FALSE,0.3143814756810046
3,8.571456834808463e-4,FALSE,0.2451554819309653
5,0.5035680209546407,TRUE,0.5035680209546407
14,1,TRUE,1
10,0.1471371010763545,FALSE,0.3464064289681811
8,0.011438951745759464,FALSE,0.47331452617966285
12,0.13285185674639877,FALSE,0.7722448979591844
20,0,FALSE,1
18,0.2807881773399015,FALSE,0.379310344827586
8,5.610923437147104e-4,FALSE,0.09997777380829177
9,0.025244087833250935,FALSE,1
10,0.356231459177326,FALSE,1
12,2.82411499813624e-11,FALSE,0.17466705188860476
8,0.12970792494901695,TRUE,0.12970792494901695
14,0.0015340417817198025,FALSE,0.3606886238465179
12,0.37800802139037426,FALSE,0.7894736842105254
6,0.4312928200071319,FALSE,0.6527433776919503
20,0,FALSE,1
15,1.4034496793117463e-8,FALSE,1
14,0.3385072378880434,FALSE,0.6769230769230767
12,0.2885508990772146,FALSE,0.6439024390243899
6,0.0016843272825643742,FALSE,0.6170159200296217
11,0.11149507414366844,TRUE,0.11149507414366844
11,0.053209696909911536,FALSE,0.8260869565217405
16,0.14177790137189478,FALSE,0.9032258064516124
19,0,FALSE,0.7720588235294119
9,0.2936783206392827,FALSE,1
9,0.6587622903412391,TRUE,0.6587622903412391
15,0.5543588701483438,TRUE,0.5543588701483438
15,0.094639468690702,FALSE,0.6106283422459893
4,0.2533365092296927,TRUE,0.2533365092296927
13,0.0011641457524898824,FALSE,1
17,0.8947368421052635,TRUE,0.8947368421052635
12,0.0011064006246663846,FALSE,0.6479979509946211
4,0.004665337224594093,FALSE,0.0927405223071417
11,0.002983284830581596,FALSE,0.18724318193452671
4,1,TRUE,1
12,0.023537103628636792,FALSE,0.08063241106719347
4,0.3225631936686404,FALSE,0.4751979916050851
12,1,TRUE,1
19,0,FALSE,0.6086956521739129
11,0.06375241423198429,FALSE,0.38011578423248893
11,0.6569148936170248,FALSE,0.8297872340425532
17,0.09472140762463346,FALSE,0.365347018572825
13,2.5560546882827934e-9,FALSE,1
11,1,TRUE,1
4,0.8395061728395017,TRUE,0.8395061728395017
12,0.04812290974671544,FALSE,0.8813559322033903
16,0.8461538461538467,TRUE,0.8461538461538467
19,0,FALSE,0.0666666666666667
9,0.17863002071142653,FALSE,0.32927569283798647
15,0.0017288823088792977,FALSE,0.3661794895364155
19,0,FALSE,1
6,0.018741822785292406,FALSE,0.353869920402178
3,0.030045780094011206,FALSE,0.49343065067391645
6,0.10844220867286582,FALSE,0.28086343122563967
15,3.080411050050519e-6,FALSE,0.37800802139037426
7,0.5325746799430993,TRUE,0.5325746799430993
5,0.01518264316365499,FALSE,1
12,0.015632183908045934,FALSE,0.2833480695549666
6,1.6872563157468772e-7,FALSE,0.3205306575883898
12,0.07680014096295329,FALSE,0.4543213955332377
13,0.4233062978456991,TRUE,0.4233062978456991
6,1.0641834444830375e-4,FALSE,0.5002974266132124
16,0.004661263838127017,FALSE,0.7115489874110568
8,0.46252339710034285,TRUE,0.46252339710034285
19,0,FALSE,0.473684210526316
10,0.0028165758795883817,FALSE,0.36980193195650507
16,0.1309297912713474,FALSE,0.6697214076246323
9,0.03289958794187802,FALSE,0.38089032687451585
12,0.6535436088568662,TRUE,0.6535436088568662
18,0.01976284584980237,FALSE,0.7509881422924907
20,0.6428571428571431,TRUE,0.6428571428571431
3,0.036192721905184154,FALSE,0.8387096774193596
8,0.4368626292139015,FALSE,0.6577380952380969
19,0.5887445887445887,TRUE,0.5887445887445887
16,0.7510668563300147,TRUE,0.7510668563300147
10,0.0029872245967837194,FALSE,0.24860388153655696
5,1,TRUE,1
3,1,TRUE,1
7,0.5737759892689466,FALSE,0.7329192546583846
20,0,FALSE,1
20,1,TRUE,1
16,1,TRUE,1
17,2.8232636928289126e-5,FALSE,0.5714285714285714
17,0.35216718266253866,TRUE,0.35216718266253866
10,2.1512104396678047e-6,FALSE,0.5720851475568431
4,0.09597657875891136,FALSE,0.22557360410863062
5,1,TRUE,1
6,0.009276426341925489,FALSE,0.04188639258596047
8,0.0018016866131205197,FALSE,0.04405633129135544
2,0.11022372568836776,FALSE,0.7077267637177981
17,0.5947712418300652,TRUE,0.5947712418300652
6,1.913687287841541e-7,FALSE,0.09101691270084909
17,0.9090909090909083,TRUE,0.9090909090909083
3,1.5646450072146093e-6,FALSE,0.8404255319148863
9,0.11342615828726207,FALSE,0.27508379122087995
13,0.02702702702702709,FALSE,0.8205128205128217
17,0,FALSE,0.2569169960474309
12,0.0029501162166994436,FALSE,1
19,0,FALSE,0.04545454545454546
18,0.49122807017543824,FALSE,0.7017543859649125
7,0.4363368288218778,FALSE,0.5176877630090077
8,0.06376934768695888,FALSE,0.7398278560250392
13,0.27448730732726995,FALSE,0.4359649755116912
13,0.13935509448922948,FALSE,1
9,0.2137703526546562,FALSE,0.44176022443435353
12,2.6532107796857655e-5,FALSE,0.4393310417768378
19,0.05454545454545452,FALSE,0.6999999999999997
20,0,FALSE,1
14,0.2611429477451361,FALSE,0.47513972207170185
5,0.3744439870559038,TRUE,0.3744439870559038
11,0.006077061691925458,FALSE,0.6296802995391725
7,0.01823612284925964,FALSE,1
2,0.006536610841719048,FALSE,0.8421052631578937
20,0,FALSE,0.6666666666666665
17,0.5947712418300652,TRUE,0.5947712418300652
3,0.2834725013422017,FALSE,0.5907268353138474
11,0.0913881520778072,FALSE,0.7777777777777773
10,0.42162162162162253,TRUE,0.42162162162162253
19,0.30000000000000004,TRUE,0.30000000000000004
14,0.020173930629992877,FALSE,1
11,0.18016492857208172,TRUE,0.18016492857208172
15,0.40203400603845524,FALSE,0.42888563049853373
10,0,FALSE,0.8571428571428582
4,0.4889853294966743,TRUE,0.4889853294966743
17,0,FALSE,0.43449197860962585
9,0.57861635220126,TRUE,0.57861635220126
18,0,FALSE,1
7,0.2310646868896836,FALSE,0.7393703343070418
8,0.8533333333333339,TRUE,0.8533333333333339
2,1,TRUE,1
15,1,TRUE,1
3,0.0017868280776070465,FALSE,0.5862552594670464
5,0.003161518422269538,FALSE,0.271539734753082
10,0.8437500000000041,TRUE,0.8437500000000041
3,0.03074435516676946,FALSE,0.10168181981606059
13,0.04146110056925997,FALSE,0.3531999309987929
6,0.09284771266897028,FALSE,0.3498095142232764
18,3.36021505376344e-5,FALSE,0.5440860215053767
19,0.5090909090909086,FALSE,1
10,0.003465045592705179,FALSE,0.09832940086286943
6,0.002721765852687511,FALSE,1
17,0,FALSE,1
7,0.4168508964333202,TRUE,0.4168508964333202
16,7.021191231717561e-4,FALSE,0.38833570412517776
5,0.5998383779018547,TRUE,0.5998383779018547
5,0.3301051483902056,TRUE,0.3301051483902056
16,0.00474308300395257,FALSE,0.03105590062111804
18,0,FALSE,0.5454545454545451
3,0.015338466144719901,FALSE,0.8478260869565238
7,0.501870558388693,TRUE,0.501870558388693
5,0.027074280992947324,FALSE,0.7037837837837806
